Player,Pos,Squad,Age,MP,Min,Gls,Ast,xG,SoT
Bernd Leno,GK,Fulham,32.0,38,3420,0,1,0.0,0
Donovan Léon,GK,Auxerre,31.0,32,2880,0,2,0.0,0
Giovanni Leoni,DF,Parma,17.0,17,1199,1,0,0.1,1
Esteban Lepaul,FW,Angers,24.0,28,1629,9,0,5.1,17
Johann Lepenant,MF,Nantes,21.0,29,2048,2,1,1.4,5
Jefferson Lerma,"MF,DF",Crystal Palace,29.0,33,2274,0,1,1.1,8
Louis Leroux,"MF,DF",Nantes,18.0,16,816,2,1,1.5,5
Robert Lewandowski,FW,Barcelona,35.0,34,2667,27,2,27.1,45
Jamie Leweling,"MF,FW",Stuttgart,23.0,27,1663,2,2,1.6,16
Rico Lewis,"DF,MF",Manchester City,19.0,28,1893,1,2,1.4,2
Keane Lewis-Potter,"DF,FW",Brentford,23.0,38,3093,1,3,3.1,14
Myles Lewis-Skelly,DF,Arsenal,17.0,23,1369,1,0,0.2,1
Ben Lhassine Kone,MF,Como,24.0,4,51,0,0,0.0,0
Mattia Liberali,MF,Milan,17.0,1,61,0,0,0.1,0
Philipp Lienhart,DF,Freiburg,28.0,32,2770,1,0,0.5,1
Matthijs de Ligt,DF,Manchester Utd,24.0,29,2123,2,0,2.5,9
Pedro Lima,DF,Wolves,18.0,3,70,0,0,0.1,1
Victor Lindelöf,DF,Manchester Utd,30.0,16,704,0,0,0.0,0
Jesper Lindstrøm,FW,Everton,24.0,25,1239,0,1,2.1,10
Karol Linetty,MF,Torino,29.0,28,1540,1,0,1.1,4
Samuel Lino,"MF,DF",Atlético Madrid,24.0,31,1552,3,4,6.0,18
Pol Lirola,DF,Marseille,26.0,19,680,1,2,0.6,1
Dailon Livramento,"FW,MF",Hellas Verona,23.0,29,940,1,1,1.8,4
Valentino Livramento,DF,Newcastle Utd,21.0,37,2840,0,1,0.3,2
Marin Ljubicic,"FW,MF",Union Berlin,22.0,13,281,1,1,0.4,1
Javier Llabrés,FW,Mallorca,21.0,1,57,0,0,0.0,0
Diego Llorente,DF,Betis,30.0,30,2519,2,0,1.5,4
Marcos Llorente,"DF,MF",Atlético Madrid,29.0,33,2513,2,4,0.8,5
Gautier Lloris,DF,Le Havre,29.0,31,2768,2,1,1.2,2
Giovani Lo Celso,"MF,FW",Betis,28.0,25,1457,8,3,4.8,16
Stanislav Lobotka,MF,Napoli,29.0,32,2636,0,1,0.3,0
Manuel Locatelli,MF,Juventus,26.0,36,2822,2,2,1.8,7
Bradley Locko,DF,Brest,22.0,2,97,0,0,0.0,0
Ruben Loftus-Cheek,MF,Milan,28.0,19,1037,0,0,0.7,2
Elysée Logbo,FW,Le Havre,20.0,1,27,0,0,0.2,0
Enzo Loiodice,MF,Las Palmas,23.0,17,684,0,0,0.3,4
Sean Longstaff,MF,Newcastle Utd,26.0,25,798,0,0,0.6,1
Ademola Lookman,"MF,FW",Atalanta,26.0,31,2247,15,5,10.3,32
Anthony Lopes,GK,Nantes,33.0,18,1563,0,0,0.0,0
David López,DF,Mallorca,21.0,2,169,0,0,0.0,0
David López,DF,Girona,34.0,29,2429,1,1,0.9,3
Diego López,"MF,FW",Valencia,22.0,38,2737,8,5,6.6,14
Fermin López,"MF,FW",Barcelona,21.0,28,1252,6,5,5.6,15
Javi López,DF,Real Sociedad,22.0,29,1936,0,0,0.1,1
Pau López,GK,Girona,29.0,1,45,0,0,0.0,0
Roberto López,MF,Leganés,24.0,13,396,0,1,0.5,1
Unai López,MF,Rayo Vallecano,28.0,32,1707,3,1,1.6,11
Iker Losada,"FW,MF",Celta Vigo,22.0,12,358,1,0,1.1,2
Iker Losada,"MF,FW",Betis,22.0,10,336,0,0,0.5,1
Anthony Losilla,MF,Bochum,38.0,21,1137,0,0,0.1,0
Jordan Lotomba,"MF,DF",Nice,25.0,2,35,0,0,0.0,0
Tom Louchet,"DF,MF",Nice,21.0,22,775,1,0,0.8,4
Sandi Lovrić,MF,Udinese,26.0,36,2308,2,3,2.6,12
Pol Lozano,MF,Espanyol,24.0,30,1943,0,1,0.2,2
Lorenzo Lucca,FW,Udinese,23.0,33,2353,12,1,7.6,25
Jhon Lucumí,DF,Bologna,26.0,32,2614,0,1,0.6,2
Yannik Lührs,DF,Dortmund,20.0,3,127,0,0,0.0,0
José Luis Gayà,DF,Valencia,29.0,23,1803,0,1,1.0,4
José Luis Palomino,DF,Cagliari,34.0,18,1081,1,0,0.5,1
Douglas Luiz,MF,Juventus,26.0,19,529,0,0,0.6,2
Romelu Lukaku,FW,Napoli,31.0,36,2843,14,10,13.0,20
Castello Lukeba,DF,RB Leipzig,21.0,23,1577,0,0,0.4,1
Dodi Lukebakio,FW,Sevilla,26.0,38,3092,11,2,10.1,38
Saša Lukić,MF,Fulham,27.0,30,2344,0,2,1.2,2
Milos Lukovic,"FW,MF",Strasbourg,18.0,2,12,0,0,0.0,0
Joe Lumley,GK,Southampton,29.0,3,270,0,0,0.0,0
Daniel Luna,MF,Mallorca,21.0,2,20,0,0,0.0,0
Andriy Lunin,GK,Real Madrid,25.0,7,630,0,1,0.0,0
Massimo Luongo,MF,Ipswich Town,31.0,11,201,0,0,0.0,0
Sebastiano Luperto,DF,Cagliari,27.0,36,3240,1,3,2.2,5
Zito Luvumbo,"FW,MF",Cagliari,22.0,26,1606,2,2,2.1,4
Charalambos Lykogiannis,DF,Bologna,30.0,17,1048,0,4,0.2,2
Senne Lynen,MF,Werder Bremen,25.0,32,2733,0,1,1.1,3
Mathias Løvik,"DF,FW",Parma,20.0,6,92,0,0,0.1,0
Othmane Maamma,"FW,MF",Montpellier,18.0,12,361,1,1,0.7,3
Ian Maatsen,DF,Aston Villa,22.0,29,1139,1,2,0.9,5
Alexis Mac Allister,MF,Liverpool,25.0,35,2599,5,5,2.8,13
Deiver Machado,"DF,MF",Lens,30.0,27,1805,1,4,2.3,5
Lanroy Machine,FW,Angers,18.0,2,8,0,0,0.1,0
Shuto Machino,"FW,MF",Holstein Kiel,24.0,32,1953,11,2,6.5,21
Darwin Machís,"MF,FW",Valladolid,31.0,18,639,0,1,0.9,2
Yvann Macon,DF,Saint-Étienne,25.0,12,790,0,0,0.3,2
James Maddison,MF,Tottenham,27.0,31,1809,9,7,5.8,17
Eros Maddy,DF,Auxerre,23.0,2,15,0,0,0.0,0
Noni Madueke,FW,Chelsea,22.0,32,2033,7,3,9.6,30
Pablo Maffeo,DF,Mallorca,27.0,30,2368,0,2,0.3,1
Gabriel Magalhães,DF,Arsenal,26.0,28,2363,3,1,2.6,5
Soungoutou Magassa,MF,Monaco,20.0,21,1025,0,1,0.5,3
Edmond-Paris Maghoma,"MF,FW",Brentford,23.0,8,119,0,0,0.1,0
Giangiacomo Magnani,DF,Hellas Verona,28.0,17,1065,1,0,1.1,2
Hugo Magnetti,MF,Brest,26.0,32,2323,1,0,0.8,6
Frank Magri,"FW,MF",Toulouse,24.0,31,1516,5,1,6.0,18
Harry Maguire,DF,Manchester Utd,31.0,27,1758,1,0,1.8,6
Jon Magunazelaia,MF,Real Sociedad,23.0,2,7,0,0,0.0,0
Arne Maier,MF,Augsburg,25.0,28,938,0,0,1.5,6
Mike Maignan,GK,Milan,29.0,37,3294,0,0,0.0,0
Patrick Mainka,DF,Heidenheim,29.0,34,3060,1,1,1.9,8
Kobbie Mainoo,MF,Manchester Utd,19.0,25,1651,0,0,0.7,2
Ainsley Maitland-Niles,DF,Lyon,26.0,32,1985,1,4,2.9,7
Radosław Majecki,GK,Monaco,24.0,15,1350,0,0,0.0,0
Lovro Majer,MF,Wolfsburg,26.0,9,304,2,1,1.4,4
Hamidou Makalou,"FW,MF",Brest,18.0,4,32,0,0,0.0,0
Jordy Makengo,DF,Freiburg,22.0,19,745,0,0,0.0,0
Antoine Makoumbou,MF,Cagliari,26.0,33,2150,0,3,0.3,0
Nikola Maksimović,DF,Montpellier,32.0,7,581,0,0,0.0,0
Tyrell Malacia,DF,Manchester Utd,24.0,3,100,0,0,0.0,0
Jarzinho Malanga,DF,Stuttgart,18.0,1,2,0,0,0.0,0
Julián Malatini,DF,Werder Bremen,23.0,10,454,1,1,0.2,1
Daniel Maldini,"MF,FW",Monza,22.0,20,1306,3,0,4.8,13
Daniel Maldini,"FW,MF",Atalanta,22.0,10,258,3,0,1.9,5
Youssef Maleh,MF,Empoli,25.0,22,1510,0,1,0.9,3
Donyell Malen,FW,Aston Villa,25.0,14,305,3,0,2.2,9
Donyell Malen,"FW,MF",Dortmund,25.0,14,614,3,0,2.9,6
Ruslan Malinovskyi,"MF,FW",Genoa,31.0,9,383,0,2,0.2,3
Lennard Maloney,MF,Heidenheim,24.0,11,760,0,0,0.3,0
Lennard Maloney,MF,Mainz 05,24.0,5,26,0,0,0.0,0
Aaron Malouda,FW,Lille,18.0,1,2,0,0,0.0,0
Giorgi Mamardashvili,GK,Valencia,23.0,34,3060,0,0,0.0,0
Dennis Man,"FW,MF",Parma,25.0,33,1995,4,4,5.5,20
Hianga Mananga Mbock,MF,Brest,24.0,1,21,0,0,0.0,1
Gianluca Mancini,DF,Roma,28.0,37,3143,2,0,1.7,5
Steve Mandanda,GK,Rennes,39.0,18,1486,0,0,0.0,0
Christos Mandas,GK,Lazio,22.0,9,810,0,0,0.0,0
Reinildo Mandava,DF,Atlético Madrid,30.0,19,941,0,0,0.1,1
Aïssa Mandi,DF,Lille,32.0,24,1733,0,0,0.3,2
Rolando Mandragora,MF,Fiorentina,27.0,28,1856,4,2,2.7,14
Orel Mangala,MF,Everton,26.0,19,1261,1,0,1.1,6
Orel Mangala,MF,Lyon,26.0,1,67,0,0,0.1,0
Ryan Manning,"DF,MF",Southampton,28.0,24,1462,0,1,0.3,1
Javier Manquillo,DF,Celta Vigo,30.0,10,515,0,0,0.0,0
Johan Manzambi,"FW,MF",Freiburg,18.0,11,335,2,1,1.3,3
Alberto Manzoni,MF,Atalanta,19.0,1,6,0,0,0.1,0
Sekou Mara,"FW,MF",Strasbourg,22.0,25,768,1,1,2.0,5
Alessandro Marcandalli,DF,Genoa,21.0,2,46,0,0,0.0,0
Alessandro Marcandalli,DF,Venezia,21.0,8,354,0,0,0.3,1
Marcão,DF,Sevilla,28.0,12,552,0,0,0.0,0
Solly March,"FW,MF",Brighton,30.0,8,168,0,0,0.1,0
Filip Marchwiński,MF,Lecce,22.0,1,15,0,0,0.0,0
Óscar de Marcos,DF,Athletic Club,35.0,26,1564,0,4,1.0,2
Alberto Marí,FW,Valencia,23.0,1,7,0,0,0.0,0
Pablo Marí,DF,Monza,30.0,19,1628,0,0,0.2,0
Pablo Marí,DF,Fiorentina,30.0,13,1098,0,0,0.1,1
José María Giménez,DF,Atlético Madrid,29.0,27,1999,0,1,0.4,1
Luca Marianucci,DF,Empoli,20.0,18,1069,0,0,0.6,2
Mirko Marić,"FW,MF",Monza,29.0,8,106,0,0,0.2,0
Mirko Marić,FW,Venezia,29.0,10,356,0,0,0.6,0
Arkaitz Mariezkurrena,"FW,MF",Real Sociedad,19.0,9,241,2,0,1.0,5
Rafa Marín,DF,Napoli,22.0,4,142,0,0,0.2,1
Pablo Marín,MF,Real Sociedad,21.0,23,1239,1,2,1.4,7
Răzvan Marin,MF,Cagliari,28.0,33,1406,3,2,2.4,8
Guillermo Maripán,DF,Torino,30.0,28,2340,1,1,0.9,5
Mika Mármol,DF,Las Palmas,23.0,30,2399,0,1,0.4,0
Omar Marmoush,"FW,MF",Manchester City,25.0,16,1175,7,0,5.5,17
Omar Marmoush,FW,Eint Frankfurt,25.0,17,1448,15,9,8.8,34
Mario Maroto,MF,Valladolid,20.0,2,64,0,1,0.0,0
Marquinhos,DF,Paris S-G,30.0,22,1725,2,0,1.1,3
Unai Marrero,GK,Real Sociedad,22.0,2,180,0,0,0.0,0
Ange Martial Tia,"MF,DF",Reims,17.0,6,171,0,0,1.3,2
Aarón Martín,DF,Genoa,27.0,36,3085,0,8,0.9,4
Carlos Martín,"FW,MF",Alavés,22.0,26,1333,2,2,2.3,12
Diego Martín,FW,Las Palmas,20.0,2,40,0,0,0.0,0
Gerard Martín,DF,Barcelona,22.0,28,1038,1,3,0.5,2
Iván Martín,MF,Girona,25.0,32,2039,1,1,1.8,3
Jon Martin,DF,Real Sociedad,18.0,13,904,0,1,0.6,1
Jonas Martin,MF,Brest,34.0,17,496,1,0,0.4,1
Mario Martín,MF,Valladolid,20.0,30,1748,0,1,1.8,13
Gabriel Martinelli,"FW,MF",Arsenal,23.0,33,2290,8,4,7.4,24
Arnau Martinez,"DF,MF",Girona,21.0,32,2624,2,2,1.2,6
Emiliano Martínez,GK,Aston Villa,31.0,37,3194,0,0,0.0,0
Iñigo Martínez,DF,Barcelona,33.0,28,2490,0,4,0.5,2
Javi Martínez,MF,Osasuna,24.0,1,6,0,0,0.0,0
Josep Martinez,GK,Inter,26.0,5,450,0,0,0.0,0
Lautaro Martínez,FW,Inter,26.0,30,2474,12,3,13.5,33
Lisandro Martínez,DF,Manchester Utd,26.0,20,1751,2,1,1.3,6
Lucas Martínez Quarta,DF,Fiorentina,28.0,8,351,1,0,0.7,1
Ramón Martínez,DF,Sevilla,21.0,5,261,1,0,0.3,3
Toni Martínez,FW,Alavés,27.0,28,1012,4,0,3.6,15
Kevin Martins,"MF,DF",Monza,19.0,9,183,0,1,0.0,0
Javi Martón,"FW,MF",Athletic Club,25.0,3,53,0,0,0.0,0
Adam Marušić,DF,Lazio,31.0,35,2337,4,0,2.0,10
Marvin,"DF,FW",Las Palmas,24.0,23,1038,0,0,0.2,0
Omar Mascarell,MF,Mallorca,31.0,32,1992,1,0,0.5,2
Adam Masina,DF,Torino,30.0,28,1919,1,2,0.7,2
Patrizio Masini,MF,Genoa,23.0,26,1538,1,0,0.4,1
Giorgos Masouras,"FW,MF",Bochum,30.0,14,1055,2,1,3.9,15
Erhan Mašović,DF,Bochum,25.0,16,910,1,1,0.6,4
Han-Noah Massengo,MF,Auxerre,23.0,17,1046,0,0,0.4,3
Clinton Mata,DF,Lyon,31.0,29,2370,0,4,0.2,0
Jaime Mata,"FW,MF",Las Palmas,35.0,30,656,0,0,2.6,6
Igor Matanovic,FW,Eint Frankfurt,21.0,16,312,1,0,1.1,4
Pape Matar Sarr,MF,Tottenham,21.0,36,1913,3,2,3.7,13
Eliot Matazo,MF,Monaco,22.0,3,68,0,0,0.0,0
Jean-Philippe Mateta,FW,Crystal Palace,27.0,37,2648,14,2,13.5,29
Nemanja Matić,MF,Lyon,35.0,29,2010,0,1,0.1,1
Rudy Matondo,MF,Auxerre,16.0,5,66,0,0,0.0,0
Chrislain Matsima,DF,Augsburg,22.0,30,2551,1,1,1.8,2
Jean Mattéo Bahoya,"MF,FW",Eint Frankfurt,19.0,24,921,2,3,1.9,3
Alan Matturro,DF,Genoa,19.0,13,900,0,0,0.2,3
Azor Matusiwa,MF,Rennes,26.0,29,2078,1,3,1.2,2
Neal Maupay,FW,Marseille,27.0,22,1042,4,4,4.1,10
Maurides,FW,St. Pauli,30.0,1,2,0,0,0.0,0
Stephy Mavididi,FW,Leicester City,26.0,30,1615,4,1,1.8,7
Konstantinos Mavropanos,DF,West Ham,26.0,33,2045,0,0,1.5,5
Christian Mawissa,DF,Monaco,19.0,22,1501,0,0,0.1,1
Keke Maximilian Topp,"FW,MF",Werder Bremen,20.0,19,252,2,2,1.0,4
Borja Mayoral,FW,Getafe,27.0,24,1114,5,1,3.4,8
Senny Mayulu,MF,Paris S-G,18.0,20,808,2,2,2.9,8
Noussair Mazraoui,DF,Manchester Utd,26.0,37,2838,0,1,0.7,3
Andrea Mazza,GK,Monza,20.0,1,8,0,0,0.0,0
Luca Mazzitelli,MF,Como,28.0,11,335,1,1,0.2,3
Pasquale Mazzocchi,"DF,FW",Napoli,29.0,20,702,0,0,0.3,1
Samuel Mbangula,FW,Juventus,20.0,23,709,3,3,0.6,5
Ethan Mbappé,"MF,FW",Lille,17.0,10,222,0,0,1.1,4
Kylian Mbappé,FW,Real Madrid,25.0,34,2907,31,3,25.9,75
Ibrahim Mbaye,"FW,MF",Paris S-G,16.0,9,340,1,1,1.8,7
Bryan Mbeumo,FW,Brentford,24.0,38,3414,20,7,12.3,34
James Mcatee,"MF,FW",Manchester City,21.0,15,349,3,0,2.8,4
Kasey McAteer,FW,Leicester City,22.0,18,852,1,1,1.0,7
Oliver McBurnie,FW,Las Palmas,28.0,34,1837,3,6,4.8,12
Alex McCarthy,GK,Southampton,34.0,5,450,0,0,0.0,0
John McGinn,"MF,FW",Aston Villa,29.0,34,2223,1,4,3.1,5
Scott McKenna,DF,Las Palmas,27.0,29,2466,0,0,1.1,0
Weston McKennie,"MF,DF",Juventus,25.0,32,2310,2,4,2.9,8
Mark McKenzie,DF,Toulouse,25.0,30,2496,1,1,1.4,2
Dwight McNeil,"MF,FW",Everton,24.0,21,1371,4,6,1.1,10
Scott McTominay,MF,Manchester Utd,27.0,2,19,0,0,0.1,0
Scott McTominay,MF,Napoli,27.0,34,2938,12,4,7.4,33
Jakov Medić,DF,Bochum,25.0,23,1603,1,0,0.9,3
Facundo Medina,DF,Lens,25.0,29,2543,0,1,1.8,3
Ben Mee,DF,Brentford,34.0,7,183,0,0,0.0,0
Jayden Meghoma,DF,Brentford,18.0,1,5,0,0,0.0,0
Henrik Meister,FW,Rennes,20.0,4,63,1,0,0.1,1
Bamo Meïté,DF,Montpellier,22.0,7,424,0,0,0.0,0
Bamo Meïté,DF,Marseille,22.0,3,26,0,0,0.0,0
Mohamed Meité,FW,Rennes,16.0,12,544,2,0,2.5,5
Mateo Mejía,FW,Sevilla,21.0,1,11,0,0,0.0,0
Farid El Melali,FW,Angers,27.0,32,1893,2,3,3.6,14
Filippo Melegoni,"MF,FW",Genoa,25.0,3,89,0,1,0.0,0
Arthur Melo,MF,Girona,27.0,15,941,0,0,0.2,1
Nuno Mendes,DF,Paris S-G,22.0,24,1676,1,3,2.2,9
Brais Méndez,MF,Real Sociedad,27.0,27,1531,3,2,3.5,9
Antoine Mendy,DF,Nice,20.0,18,825,0,0,0.6,1
Ferland Mendy,DF,Real Madrid,29.0,14,1005,0,1,0.0,0
Nampalys Mendy,MF,Lens,32.0,10,588,0,1,0.2,0
Nobel Mendy,DF,Betis,19.0,2,108,0,0,0.0,0
Gideon Mensah,DF,Auxerre,26.0,29,2280,0,1,0.2,1
Alex Meret,GK,Napoli,27.0,34,3005,0,0,0.0,0
Mikel Merino,"MF,FW",Arsenal,28.0,28,1586,7,2,5.9,13
Quentin Merlin,DF,Marseille,22.0,27,1589,1,3,2.1,9
Víctor Meseguer,MF,Valladolid,25.0,14,418,0,0,0.7,0
Rafik Messali,DF,Toulouse,21.0,13,456,0,1,0.3,0
Junior Messias,"MF,FW",Genoa,33.0,17,847,1,1,2.4,5
Connor Metcalfe,"MF,FW",St. Pauli,24.0,10,358,0,0,0.7,3
Karol Mets,DF,St. Pauli,31.0,10,900,0,0,0.1,0
Thomas Meunier,DF,Lille,32.0,30,1928,2,0,1.9,11
Alexander Meyer,GK,Dortmund,33.0,2,180,0,0,0.0,0
Shumaira Mheuka,MF,Chelsea,16.0,1,1,0,0,0.1,1
Lucas Michal,"FW,MF",Monaco,19.0,8,117,0,0,0.2,1
Florian Micheler,MF,Hoffenheim,19.0,1,32,0,0,0.0,0
Miguel,FW,Leganés,24.0,34,1724,1,3,4.9,14
Valentin Mihaila,"FW,MF",Parma,24.0,21,1288,0,3,2.4,11
Georges Mikautadze,FW,Lyon,23.0,34,1449,11,6,10.3,22
Igor Miladinović,"FW,MF",Saint-Étienne,21.0,3,26,0,0,0.0,0
Nikola Milenković,DF,Nott'ham Forest,26.0,37,3330,5,2,4.0,8
Lewis Miley,MF,Newcastle Utd,18.0,14,313,1,0,0.5,2
Vanja Milinković-Savić,GK,Torino,27.0,37,3330,0,0,0.0,0
Éder Militão,DF,Real Madrid,26.0,12,938,1,1,0.6,3
Luis Milla,MF,Getafe,29.0,33,2875,1,4,1.8,7
Pere Milla,"MF,FW",Espanyol,31.0,20,456,3,0,1.5,5
Enzo Millot,"MF,FW",Stuttgart,22.0,29,1843,6,5,7.6,17
James Milner,MF,Brighton,38.0,4,170,0,0,0.2,0
Kim Min-jae,DF,Bayern Munich,27.0,27,2283,2,0,1.6,5
Yerry Mina,DF,Cagliari,29.0,31,2569,1,0,2.3,8
Takumi Minamino,"MF,FW",Monaco,29.0,31,2231,6,3,8.9,20
Lucas Mincarelli,DF,Montpellier,20.0,10,715,1,0,0.6,2
Tyrone Mings,DF,Aston Villa,31.0,14,1120,0,0,0.8,1
Óscar Mingueza,"MF,DF",Celta Vigo,25.0,34,2729,4,6,1.5,10
Kim Minsu,"MF,FW",Girona,18.0,3,22,0,0,0.0,0
Yankuba Minteh,"FW,MF",Brighton,20.0,32,1838,6,4,4.1,16
Bojan Miovski,FW,Girona,25.0,17,869,2,1,2.7,4
Rafa Mir,"FW,MF",Valencia,27.0,20,753,1,2,3.0,7
Juan Miranda,DF,Bologna,24.0,31,2277,0,6,0.7,5
Fabio Miretti,"MF,FW",Genoa,20.0,25,1677,3,3,3.1,6
Tyrick Mitchell,DF,Crystal Palace,24.0,37,3092,0,5,1.3,3
Kaoru Mitoma,"FW,MF",Brighton,27.0,36,2603,10,4,9.2,27
Maximilian Mittelstädt,DF,Stuttgart,27.0,31,2469,1,7,0.9,4
Koji Miyoshi,"FW,MF",Bochum,27.0,15,464,1,0,1.1,5
Henrikh Mkhitaryan,MF,Inter,35.0,31,2328,1,4,1.5,2
Jakub Moder,MF,Brighton,25.0,4,11,0,0,0.0,0
Rui Modesto,"DF,MF",Udinese,24.0,20,608,0,1,0.5,2
Luka Modrić,MF,Real Madrid,38.0,35,1827,2,6,1.6,6
Terem Moffi,FW,Nice,25.0,5,58,1,0,2.3,4
Mostafa Mohamed,FW,Nantes,26.0,30,1252,5,0,5.5,16
Johan Mojica,DF,Mallorca,31.0,36,2755,1,2,0.9,3
David Mokwa,"DF,FW",Hoffenheim,20.0,2,22,0,0,0.3,2
Alberto Moleiro,"FW,MF",Las Palmas,20.0,35,2714,6,1,5.6,24
Nahuel Molina,DF,Atlético Madrid,26.0,30,1590,0,3,0.8,1
Florent Mollet,"MF,FW",Nantes,32.0,9,242,0,0,0.3,2
Jon Moncayola,MF,Osasuna,26.0,32,2099,0,0,1.6,9
Gonzalo Montiel,"DF,MF",Sevilla,27.0,6,113,0,0,0.0,0
Lorenzo Montipò,GK,Hellas Verona,28.0,36,3240,0,0,0.0,0
Mikey Moore,FW,Tottenham,16.0,10,366,0,1,0.2,0
Álvaro Morata,"FW,MF",Milan,31.0,16,1099,5,0,3.9,10
Morato,DF,Nott'ham Forest,23.0,26,907,0,0,0.2,1
Diego Moreira,"DF,MF",Strasbourg,19.0,32,2568,2,7,2.0,8
Alberto Moreno,DF,Como,32.0,24,1727,0,0,0.4,6
Álex Moreno,"DF,MF",Nott'ham Forest,31.0,15,955,0,1,0.2,0
Gerard Moreno,FW,Villarreal,32.0,17,721,3,2,4.2,9
Matias Moreno,DF,Fiorentina,20.0,4,144,0,0,0.0,0
Xavier Moreno,FW,Valladolid,19.0,1,45,0,0,0.0,0
Tete Morente,"FW,MF",Lecce,27.0,31,2021,3,2,2.9,13
Mateu Morey,DF,Mallorca,24.0,16,741,0,0,0.4,1
Ilaix Moriba,MF,Celta Vigo,21.0,33,2132,1,1,1.7,11
Manu Morlanes,MF,Mallorca,25.0,23,1338,0,0,0.6,1
Nikola Moro,MF,Bologna,26.0,22,1208,0,2,0.5,2
Raúl Moro,"MF,FW",Valladolid,21.0,33,2341,4,5,4.1,16
Sam Morsy,MF,Ipswich Town,32.0,33,2751,1,1,0.4,3
Gabriel Moscardo,"MF,DF",Reims,18.0,6,84,0,0,0.2,0
Cristhian Mosquera,DF,Valencia,20.0,37,3319,1,0,0.4,2
Daniel Mosquera,FW,Hellas Verona,24.0,35,1375,5,1,6.6,15
Yerson Mosquera,DF,Wolves,23.0,5,441,0,0,0.3,0
Dany Mota,"FW,MF",Monza,26.0,31,2104,5,2,5.1,11
Yael Mouanga,DF,Montpellier,19.0,14,946,0,0,0.1,0
Aimen Moueffek,MF,Saint-Étienne,23.0,22,1039,0,1,1.1,2
Youssoufa Moukoko,"FW,MF",Nice,19.0,11,204,2,1,2.2,2
Steve Mounié,"FW,MF",Augsburg,29.0,16,347,1,0,3.2,7
Mason Mount,MF,Manchester Utd,25.0,17,622,1,0,3.2,9
Santiago Mouriño,DF,Alavés,22.0,25,1849,0,1,0.9,3
Louis Mouton,MF,Saint-Étienne,22.0,24,1045,0,1,1.3,3
Divin Mubama,FW,Manchester City,19.0,1,28,0,0,0.0,0
Mykhailo Mudryk,FW,Chelsea,23.0,7,151,0,0,0.3,1
Ngal'Ayel Mukau,MF,Lille,19.0,22,1190,0,1,0.8,2
Nordi Mukiele,DF,Leverkusen,26.0,15,899,1,0,1.4,3
Florian Müller,GK,Freiburg,26.0,9,753,0,0,0.0,0
Kevin Müller,GK,Heidenheim,33.0,33,2939,0,0,0.0,0
Marius Müller,GK,Wolfsburg,31.0,6,475,0,0,0.0,0
Thomas Müller,"MF,FW",Bayern Munich,34.0,30,1225,1,4,3.8,11
Abdul Mumin,DF,Rayo Vallecano,26.0,24,2017,2,1,0.6,3
Marshall Munetsi,"MF,FW",Wolves,28.0,14,1078,2,1,3.3,7
Marshall Munetsi,MF,Reims,28.0,19,1692,4,2,4.0,10
Rodrigo Muniz,FW,Fulham,23.0,31,964,8,1,5.8,19
Aihen Muñoz,DF,Real Sociedad,26.0,21,1098,0,0,0.2,0
Álex Muñoz,DF,Las Palmas,30.0,21,1415,3,0,0.9,5
Daniel Muñoz,DF,Crystal Palace,28.0,37,3228,4,5,4.9,14
Iker Muñoz,MF,Osasuna,21.0,23,610,0,1,0.5,0
Javier Muñoz,"MF,DF",Las Palmas,29.0,35,2588,1,3,1.3,6
Víctor Muñoz,"FW,DF",Real Madrid,21.0,2,36,0,0,0.5,0
Arijanet Muric,GK,Ipswich Town,25.0,18,1620,0,0,0.0,0
Murillo,DF,Nott'ham Forest,22.0,36,3188,2,0,1.4,6
Vedat Muriqi,FW,Mallorca,30.0,29,2058,7,2,9.7,16
Jacob Murphy,FW,Newcastle Utd,29.0,35,2360,8,12,5.7,15
Bob Murphy Omoregbe,MF,Milan,20.0,1,3,0,0,0.0,0
Yunus Musah,"MF,FW",Milan,21.0,29,1571,0,2,1.9,5
Jamal Musiala,MF,Bayern Munich,21.0,25,1798,12,2,9.3,31
Florent Muslija,"FW,MF",Freiburg,26.0,9,168,0,0,0.3,2
Almoatasem Al Musrati,MF,Monaco,28.0,10,386,1,1,0.5,3
Juan Musso,GK,Atalanta,30.0,1,90,0,0,0.0,0
Juan Musso,GK,Atlético Madrid,30.0,2,180,0,0,0.0,0
Kingstone Mutandwa,"FW,MF",Cagliari,21.0,6,127,0,0,0.4,0
Junior Mwanga,MF,Le Havre,21.0,11,952,1,2,1.3,3
Junior Mwanga,MF,Strasbourg,21.0,8,296,0,0,0.0,0
Phillipp Mwene,DF,Mainz 05,30.0,32,2607,1,4,1.5,4
Vitaliy Mykolenko,DF,Everton,25.0,35,3082,1,2,0.5,1
Joakim Mæhle,DF,Wolfsburg,27.0,28,2188,3,4,2.0,7
Obite N'Dicka,DF,Roma,24.0,38,3420,0,1,1.0,5
Konan N'dri,"FW,MF",Lecce,23.0,11,306,0,0,0.5,2
Loïc N'Gatta,DF,Auxerre,20.0,2,13,0,0,0.0,0
Nathan N'Goumou,FW,Gladbach,24.0,19,828,2,1,1.9,13
Stanley N'Soki,DF,Hoffenheim,25.0,22,1308,0,0,0.1,1
Mickael Nade,DF,Saint-Étienne,25.0,26,2306,1,2,0.7,2
Bilal Nadir,MF,Marseille,20.0,15,383,1,0,0.6,3
